ChampionId,AllyAdvice,EnemyAdvice
421,"Tremor Sense can warn you of enemies closing in, and is particularly useful when entering enemy territory.","When Rek'Sai is near, she can see the position of you and your allies, but only if you're moving."
58,"Cooldown reduction is especially good for Renekton, allowing him to both quickly build up and use his Fury.",
107,Make sure to take paths through brush when chasing opponents to take advantage of Rengar's passive.,Rengar puts an indicator over the nearest enemy champion when he is camouflaged during his ultimate.
92,,"Riven excels at dueling multiple melee attackers at once, as she will be on an almost equal footing damage-wise. If pairing up against Riven, don't go in as double melee until she has expended her full combo."
68,If you are winning a fight you can use your ultimate to wall off an escape path.,Rumble deals almost entirely magic damage. Build some Magic Resistance to reduce his damage.
13,Ryze can move and cast other spells while Realm Warp is charging without cancelling the portal.,Crowd controlling Ryze during Realm Warp's windup will cancel the portal.
113,Save Glacial Prison for encounters where you have teammates present to take advantage of it.,"Melee enemies can also stack Frost for Sejuani, be very careful around them."
235,,
875,,
35,Backstab's damage can be increased with increased Critical Damage effects like Infinity Edge.,
98,,
102,"Burnout is an ideal choice for jungling. Monsters will be hit by the full duration, and the speed boost improves her ganking potential.",Shyvana's Fury Bar indicate her ultimate can be activated. Harassing her when she's low on Fury can be very effective.
27,Flinging enemies into your tower can deal heavy amounts of damage to them.,"Be careful when chasing Singed. He's very difficult to bring down, and can leave his Poison Trail to damage you in your pursuit."
14,"The Soul Furnace buff displays how much shield strength is remaining, use this information to time its explosion perfectly.",
15,Try saving Spell Shield for enemy abilities that can disable you such as stuns and roots.,"When laning against Sivir, it is possible to throw off the timing of her Spell Shield by faking an advance, then backing off."
72,Impale is extremely powerful when you use it to position an enemy so your allies can attack them.,Skarner is especially dangerous when inside Crystal Spire zones his team controls. Try to capture them ahead of time if a fight may break out around them.
37,Well-timed uses of Aria of Perseverance will grant you maximum survivability.,
16,Equinox can be used as a powerful zoning tool to keep enemies at bay.,It's easier to focus Soraka than the ally she is healing.
50,"Vision of Empire is quite difficult to land on its own, look for skirmishes around the map where enemies may be distracted or crowd controlled so you can land it more easily.",Buying an item with Grievous Wounds will make Swain much easier to kill during his Demonic Ascension.
517,Clever use of enemy ultimates can open up new possibilities to approach teamfights.,
134,"Get one of your spells to rank 5 as quickly as possible, they gain powerful bonus effects at max rank.",At max rank Syndra's spells gain bonus effects and change in appearance.
223,,
163,"Once you have Rylai's Crystal Scepter, casting Threaded Volley at enemies chasing you is a great way of making them regret everything.",
91,"Remember to pick your target before the fight. Focusing all of Talon's abilities on one target can be very rewarding, but splitting them up between many may leave you helpless.",Talon has unrivaled roaming ability. Make sure to keep track of his position or force him to stay in lane by pushing aggressively.
44,"Rather than saving Cosmic Radiance for the last moment and risking someone dying during the delay, it can be more beneficial to cast it as soon as you know a teamfight is guaranteed to start.",
17,,
412,Thresh can collect souls without needing to kill units himself. Planning your map position to be near the most deaths will help to maximize soul collection.,Thresh relies on collecting souls for a portion of his defense and damage. Try punishing him when he moves to collect them.
18,Use Rapid Fire to help stack up your Explosive Charge on enemy champions.,
48,Chomp is good for lowering the physical damage of enemies; try to focus it on enemy physical damage dealers.,
23,"If the enemy is stacking Armor, try building items like Last Whisper or Youmuu's Ghostblade.","Most of Tryndamere's damage is physical. If he's getting too strong, consider buying a Thornmail."
4,"Twisted Fate is viable as an Attack Damage or Ability Power character, letting him fit on many different team compositions.",
29,You can catch up to an enemy out of attack range with Venom Cask.,"If you suspect Twitch has left the lane, let your teammates know that Twitch is ''MIA.''"
77,,"Some Udyr players buy tank items to become very durable. If they do, focus their weaker teammates instead."
6,Save Fear Beyond Death for opponents you know are already too weak to survive. It's especially good for picking off fleeing foes.,"If you are struck by Fear Beyond Death, do your best to avoid falling below the execution threshold (25% of your Maximum Health) until the effect times out."
110,Try to take advantage of Piercing Arrow's very long range to snipe at enemy champions before a fight or as they're trying to flee.,"You'll get bound in place if a tendril from Varus' ultimate, Chain of Corruption, reaches you. You can cause the tendril to die however by running far enough away from it."
67,Don't go in first to a large teamfight. Wait for your teammates to initiate.,
45,Veigar is very fragile. It is valuable to select at least one summoner spell that can be used defensively.,Veigar's ultimate deals increased damage based on your missing health.
161,Be very careful about when to use Life Form Disintegration Ray. Many champions have abilities that can interrupt the spell.,"Life Form Disintegration Ray can be interrupted by stuns, silences and knockups."
254,"Assault and Battery is a powerful initiation tool, just remember not to get too far ahead of the rest of your team.",Vi cannot be stopped while using her ult. Remember to save your displacement effects until after she's done charging.
112,,
8,"Sanguine Pool pops incoming missiles, so it can be used to dodge disables.","Items that counter Health stacking, such as Liandry's Torment and Blade of the Ruined King, are very effective against Vladimir."
106,,
19,"Jaws of the Beast (Q) will follow enemies who run, dash or teleport if you keep the button held down.",Warwick's ultimate cast range scales with his movement speed.
498,,Make sure you are ready when you go for the kill. Untargetability from Featherstorm can quickly turn an ambush in Xayah's favor.
101,"If you stun an enemy with Shocking Orb, follow up with a guaranteed center hit on Eye of Destruction.",Banshee's Veil will make it much harder for Xerath to land Shocking Orb on you.
5,,
157,"Last Breath can be cast on any target that is knocked Airborne, even by one of your allies.",Yasuo is at his weakest just after he has launched a whirlwind. Engage at that point.
83,"You can send the Maiden down a lane alone, be careful though, as she represents a large portion of your combat power.",You can attack Dark Procession to break the wall down.
350,,
154,Charging Elastic Slingshot from the fog of war will give opponents less time to react.,"Silences, stuns, roots and knockups will all interrupt Zac when he is charging Elastic Slingshot."
238,Placing a Living Shadow before using Death Mark can give Zed a safe escape from combat.,Zed's Shadow Slash can only slow you if his shadow hits you with it. 
115,Knocking yourself over walls with Satchel Charge can be great when chasing after or escaping from enemies.,"Ziggs' ultimate, Mega Inferno Bomb, deals more damage in the center of the explosion."
26,"Chronoshift is a powerful deterrent to attacking your carries, but casting Chronoshift too early in a fight can cause the enemy to switch targets too soon, making it less effective.",
142,Sleepy Trouble Bubble travels further over walls. Find a hiding spot to set up for a long distance kill.,Sleepy Trouble Bubble travels further over walls. Stop Zoe from hiding in fog of war to prevent her from setting the spell up.
143,"Zyra is a great ambusher - look for opportunities to set a trap of seeds in brush, then lure enemies in.","Plants take fixed damage from attacks and effects, similar to wards. They also expire quickly on their own. Moving the fight to a different area will deprive Zyra of accumulated seeds."
266,,
103,,
84,,
12,,
32,,
34,,
1,,
523,,
22,,
136,,His Starsurge ability can grow to cover a huge area - don't stay in the same place too long!
268,Be a bird!,
432,,
53,,
63,,
201,,
51,,
164,,
69,,
31,,
42,,
122,,
131,,
119,,
36,,
245,,
60,,
28,,
81,,
9,,
114,,
105,,
3,,
41,,
86,,"Judgment deals maximum damage when only hitting a single target. If getting out of its radius isn't possible, move through allied minions to reduce damage taken."
150,,
79,,
104,,
120,,
74,,
420,,
39,,
427,,
40,,
59,,
24,,
126,,
202,,
222,,
145,,
429,,
43,,
30,,
38,,
55,,
10,,
141,,
85,,
121,,
203,,
240,,
96,,Bio-Arcane Barrage allows Kog'Maw to kill Baron Nashor extremely early. It can be valuable to ward Nashor when Kog'Maw completes his Blade of the Ruined King.
7,,Stunning or silencing LeBlanc will prevent her from activating the return part of Distortion.
64,,
89,,
127,,
236,"Because of Lightslinger, Lucian benefits more from Attack Damage than he does from Attack Speed.",
117,,
99,,
54,,
90,,
57,,
11,,
21,,
62,,
82,,
25,,
267,,
75,,
111,,
518,,
76,,
56,,
20,,
2,,
61,,
516,,
80,,
78,,
555,A lot of your agressive spells are also your escapes. Make sure you always have a plan to get out of the fight.,
246,,
133,,
497,,
33,,
421,,
58,,
107,,
92,,
68,,
13,,
113,,
235,,
875,,
35,,
98,,
102,"It can be valuable to purchase one of the items that can slow enemies: Frozen Mallet, Dead Man's Plate, or Entropy.",
27,,
14,,
15,,
72,,
37,,
16,,
50,Demonic Ascension may make Swain very hard to kill but he's pretty easy to get away from. Try building items that can slow opponents to keep them in range if their mobility is overwhelming.,
517,,
134,,
223,,
163,,
91,,
44,,
17,,
412,,
18,,
48,,
23,,
4,,
29,,
77,,
6,,
110,,
67,,
45,,
161,,
254,,
112,,
8,,
106,,
19,,
498,,
101,,
5,,
157,,"Yasuo's shield from Resolve lasts only 2 seconds. Dealing damage to him will trigger it. Wait it out, then engage."
83,,
350,,
154,,
238,,
115,,
26,,
142,,
143,,"Seeds placed by Zyra's W are larger, a different color, and grant a small amount of vision to her team."
